clipID,studentID,helpRequestCount,attemptCount,rightStepCount,notRightStepCount,wrongStepCount,bugStepCount,DidNotThinkBeforeHelpRequest,ThoughtBeforeHelpRequest,ReadingHelpMessage,ScanningHelpMessage,SearchingForBottomOutHint,ThoughtBeforeStepAttempt,GuessingStep,ThoughtAboutDuringLastStep,ThoughtAboutStepButFlawInProcedure,GuessingStepWithValuesFromProblem,DidNotReadErrorMessage,ReadErrorMessage,ThoughtAboutError,SwitchedContextBeforeRight,RepeatedStep,SameAnswerDifferentContext,SameAnswerSameContextDifferentAction,SimilarAnswerInputs,NotRepeatedStep,DidNotSwitchContext,sameWrongAnswerDifferentContext,repeatedSimilarAnswers,notRightSimilarNotRightSameAnswerDiffContext,repeatedWrongGuessesPattern,notRightSimilarNotRightGuess,bottomOutNotRightSimilarNotRight,notRightSameDiffNotRightContextSwitch,bugSameDiffRightBug,isNotRightSimilarNotRightContextSwitchNotRight,isNotRightContextSwitchNotRightSimilarNotRight,notRightSimilarNotRightQuickHelpNotRight,helpRepeatedNotRightOneSimilar,repeatedNotRightOneSimilarQuickHelp
255391,CaA0123UJL,1,4,1,3,0,3,0,1,1,0,0,3,0,0,2,0,0,3,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
389613,t0fI2c7EMH,0,5,3,2,1,1,0,0,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
258353,ey9rvMnU57,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283837,N34f4oB5Cod,1,4,2,2,0,2,0,1,0,1,0,3,0,0,1,0,1,1,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
367092,LM96hW22T2,2,8,0,8,8,0,2,0,0,0,2,0,7,0,0,0,0,0,0,5,1,0,0,1,6,4,0,0,0,1,0,0,0,0,0,1,0,1,0
264421,M7hLaVJGvX,1,4,1,3,1,2,1,0,0,1,0,3,0,0,2,0,0,1,1,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
360288,jR1rpwLHNu,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317950,N77y7iIIXuv,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270999,mNzo8mGzu9,0,5,3,2,0,2,0,0,0,0,0,4,0,0,2,0,0,1,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275870,z9svx3mA4s,0,5,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283514,N34f4oB5Cod,0,5,4,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283608,N34f4oB5Cod,3,2,1,1,1,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345884,f4fNYL73Z2,0,5,5,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318043,N77y7iIIXuv,0,5,4,1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327810,N7RB2G4NbCn,0,5,2,3,0,3,0,0,0,0,0,4,0,0,3,0,0,2,2,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
244865,N6bJ4auIa8L,0,5,3,2,1,1,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350080,Fx8d98DRud,2,3,0,3,3,0,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1
258447,ey9rvMnU57,0,5,4,1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366895,LM96hW22T2,2,3,0,3,2,1,0,2,2,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
142616,N668lBbaKFE,0,5,4,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391196,XJyS25Yg27,0,5,3,2,1,1,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
327703,N7RB2G4NbCn,0,5,0,5,4,1,0,0,0,0,0,3,1,0,1,0,0,1,3,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318107,N77y7iIIXuv,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367750,LM96hW22T2,2,3,0,3,3,0,0,2,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
245017,N6bJ4auIa8L,0,5,2,3,0,3,0,0,0,0,0,4,0,0,2,0,0,3,3,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
294738,N39Uc7ru04l,2,3,2,1,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
367186,LM96hW22T2,3,2,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333943,c1zVCHxCEz,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367103,LM96hW22T2,1,4,1,3,3,0,1,0,0,0,1,2,1,0,0,0,0,0,2,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
360066,jR1rpwLHNu,0,5,3,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
366996,LM96hW22T2,2,3,0,3,2,1,1,0,0,1,0,1,2,0,1,0,1,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
327543,N7RB2G4NbCn,0,5,4,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218211,tB4vqSxzqo,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327753,N7RB2G4NbCn,2,8,2,6,5,1,2,0,1,0,1,3,4,0,1,0,0,0,1,1,1,0,0,3,6,7,0,1,0,0,1,1,0,0,0,0,1,1,1
327611,N7RB2G4NbCn,0,5,2,3,1,2,0,0,0,0,0,4,0,0,2,0,1,1,3,2,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271108,mNzo8mGzu9,0,5,3,2,0,2,0,0,0,0,0,3,0,1,1,0,0,2,2,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345910,f4fNYL73Z2,0,5,2,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
317799,N77y7iIIXuv,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,N46z59pQP58,0,5,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271173,mNzo8mGzu9,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164377,N6O31vedZbI,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12899,N46z59pQP58,1,4,3,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275979,z9svx3mA4s,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164188,N6O31vedZbI,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386201,oEt3YTvS4G,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294880,N39Uc7ru04l,2,3,0,3,3,0,0,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
367597,LM96hW22T2,2,2,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
311073,N589M2uPIY4,2,3,0,3,3,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0
218471,tB4vqSxzqo,1,9,3,6,4,2,1,0,0,0,1,3,5,0,2,0,1,0,1,0,0,0,0,4,8,6,0,1,0,0,1,0,0,0,0,0,0,0,1
218448,tB4vqSxzqo,0,5,2,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
330120,N9eV0EGVC6j,0,5,3,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318015,N77y7iIIXuv,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317937,N77y7iIIXuv,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360465,jR1rpwLHNu,0,5,4,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360350,jR1rpwLHNu,1,4,1,3,3,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
350370,Fx8d98DRud,1,4,3,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
311118,N589M2uPIY4,0,5,0,5,0,5,0,0,0,0,0,3,1,0,3,1,1,3,3,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
258215,ey9rvMnU57,0,5,3,2,1,1,0,0,0,0,0,3,1,0,1,0,0,1,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333758,c1zVCHxCEz,0,5,4,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327518,N7RB2G4NbCn,0,5,3,2,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360266,jR1rpwLHNu,0,5,2,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294674,N39Uc7ru04l,0,5,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
327506,N7RB2G4NbCn,1,4,0,4,4,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
367789,LM96hW22T2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235095,N3hSu07XfGd,0,5,3,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345936,f4fNYL73Z2,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283716,N34f4oB5Cod,0,5,3,2,0,2,0,0,0,0,0,2,1,1,0,2,1,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
294688,N39Uc7ru04l,2,3,3,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245158,N6bJ4auIa8L,1,9,8,1,1,0,1,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
295232,N39Uc7ru04l,2,3,3,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13099,N46z59pQP58,1,4,3,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
367175,LM96hW22T2,2,3,3,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271134,mNzo8mGzu9,0,5,4,1,0,1,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142307,N668lBbaKFE,0,5,3,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310752,N589M2uPIY4,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13228,N46z59pQP58,1,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350138,Fx8d98DRud,1,4,1,3,1,2,0,1,0,0,0,3,0,0,2,0,0,2,3,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
391393,XJyS25Yg27,0,5,3,2,1,1,0,0,0,0,0,3,1,0,1,0,0,1,2,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275926,z9svx3mA4s,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367395,LM96hW22T2,4,6,4,2,2,0,3,1,0,0,3,2,3,0,0,0,0,0,2,1,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
235165,N3hSu07XfGd,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218429,tB4vqSxzqo,0,5,4,1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367494,LM96hW22T2,5,5,5,0,0,0,3,2,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
329945,N9eV0EGVC6j,1,4,2,2,2,0,1,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
218200,tB4vqSxzqo,0,5,3,2,0,2,0,0,0,0,0,2,2,0,1,1,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367197,LM96hW22T2,6,4,3,1,1,0,1,4,0,1,4,2,2,0,0,0,0,0,1,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
310823,N589M2uPIY4,0,5,3,2,1,1,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
333910,c1zVCHxCEz,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142482,N668lBbaKFE,0,5,2,3,2,1,0,0,0,0,0,2,2,0,1,0,1,0,0,2,0,1,0,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
334063,c1zVCHxCEz,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258181,ey9rvMnU57,0,5,3,2,0,2,0,0,0,0,0,2,2,0,0,1,2,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
391174,XJyS25Yg27,3,7,2,5,5,0,1,2,0,0,3,2,4,0,0,0,0,0,2,2,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
391121,XJyS25Yg27,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367765,LM96hW22T2,2,3,0,3,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
366932,LM96hW22T2,2,3,1,2,2,0,0,1,0,1,1,1,2,0,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
327600,N7RB2G4NbCn,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330080,N9eV0EGVC6j,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389827,t0fI2c7EMH,0,5,1,4,1,3,0,0,0,0,0,1,3,0,1,2,2,0,1,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317776,N77y7iIIXuv,0,5,2,3,1,2,0,0,0,0,0,4,0,0,2,0,0,2,3,0,0,0,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
142334,N668lBbaKFE,1,4,1,3,2,1,0,1,0,1,0,3,0,0,1,0,0,1,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
255535,CaA0123UJL,1,4,0,4,4,0,1,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1
264335,M7hLaVJGvX,0,5,3,2,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264130,M7hLaVJGvX,2,8,0,8,4,4,1,1,2,0,0,3,4,0,1,2,4,0,2,0,4,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
317822,N77y7iIIXuv,1,4,1,3,2,1,1,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1
310956,N589M2uPIY4,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275783,z9svx3mA4s,0,5,1,4,0,4,0,0,0,0,0,4,0,0,4,0,0,3,3,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
244958,N6bJ4auIa8L,1,4,1,3,2,1,1,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294897,N39Uc7ru04l,0,5,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
276039,z9svx3mA4s,0,5,3,2,1,1,0,0,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
258464,ey9rvMnU57,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244800,N6bJ4auIa8L,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391458,XJyS25Yg27,0,5,3,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164414,N6O31vedZbI,1,4,2,2,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
275856,z9svx3mA4s,0,10,9,1,0,1,0,0,0,0,0,3,5,1,0,1,1,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317833,N77y7iIIXuv,0,5,3,2,1,1,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350301,Fx8d98DRud,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258433,ey9rvMnU57,0,5,4,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
255326,CaA0123UJL,0,5,3,2,0,2,0,0,0,0,0,4,0,0,2,0,0,2,2,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264015,M7hLaVJGvX,0,5,2,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
142532,N668lBbaKFE,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276028,z9svx3mA4s,0,5,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133056,N5LMy832c47,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275967,z9svx3mA4s,1,4,4,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270987,mNzo8mGzu9,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391242,XJyS25Yg27,0,5,5,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360219,jR1rpwLHNu,1,4,0,4,4,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,2,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0
327636,N7RB2G4NbCn,0,5,1,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
386250,oEt3YTvS4G,0,5,3,2,0,2,0,0,0,0,0,3,0,1,2,0,0,2,2,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
345924,f4fNYL73Z2,2,8,1,7,7,0,2,0,0,1,1,2,5,0,0,0,0,0,1,1,1,0,0,4,6,8,0,1,0,0,1,0,0,0,0,0,1,1,1
310922,N589M2uPIY4,1,4,2,2,1,1,0,1,0,1,0,3,0,0,1,0,0,1,2,0,0,0,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
264409,M7hLaVJGvX,0,10,2,8,5,3,0,0,0,0,0,5,4,0,3,0,1,1,3,2,1,0,0,4,8,5,0,1,0,0,1,0,0,0,0,0,0,0,0
310688,N589M2uPIY4,0,5,2,3,2,1,0,0,0,0,0,4,0,0,0,0,0,1,3,2,0,1,0,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0
367043,LM96hW22T2,2,2,0,2,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329994,N9eV0EGVC6j,1,4,4,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310999,N589M2uPIY4,0,5,4,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333799,c1zVCHxCEz,0,5,2,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
317924,N77y7iIIXuv,0,5,4,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13088,N46z59pQP58,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330014,N9eV0EGVC6j,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235056,N3hSu07XfGd,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218314,tB4vqSxzqo,0,5,3,2,0,2,0,0,0,0,0,2,2,0,0,2,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389927,t0fI2c7EMH,0,5,4,1,0,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142318,N668lBbaKFE,1,4,2,2,2,0,0,1,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
218248,tB4vqSxzqo,1,3,1,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
386135,oEt3YTvS4G,1,4,0,4,4,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
350102,Fx8d98DRud,0,5,4,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
